property_id,city,district,property_type,built_up_area_sqft,price_inr,price_per_sqft_inr,bedrooms,bathrooms,age_years,facing,amenities,amenities_count,walkability_score,monthly_rental_estimate_inr,annual_rental_yield_pct,price_category,estimated_roi_5yr_pct,listing_date,days_on_market,status,registration_days,is_gated_community,has_maintenance_fee,monthly_maintenance_inr
PROP00244,Mumbai,Bandra,Independent House,3816,50000000,13102,3,1,27,North-East,Parking; Gym; Library; Elevator,4,4,205080,4.92,Luxury,49.61,2025-07-23,104,Sold,63,True,False,100000
PROP00245,Pune,Viman Nagar,Studio,528,15000000,28409,0,2,7,North-West,Elevator; Concierge; AC; Garden,4,6,52502,4.2,Premium,46.0,2025-09-06,107,Rented,172,True,True,30000
PROP00246,Mumbai,Navi Mumbai,Independent House,1650,50000000,30303,3,1,21,East,Elevator; Security; Playground; Gym; Library; Concierge; Garden,7,8,148698,3.57,Luxury,42.84,2024-07-07,288,Sold,176,True,False,0
PROP00247,Mumbai,South Mumbai,Independent House,2822,50000000,17717,4,3,26,North-East,Library; AC; Pool,3,7,135168,3.24,Luxury,41.22,2025-08-06,108,Available,164,True,True,100000
PROP00248,Hyderabad,Gachibowli,Penthouse,3718,12000000,3227,5,3,13,North-West,Playground; Security; Elevator; Pool; AC; Concierge; Garden,7,6,33598,3.36,Premium,41.8,2024-08-28,1,Available,79,True,True,0
PROP00249,Chennai,Anna Nagar,Villa,7040,10000000,1420,6,4,1,West,Playground; AC; Garden; Gym; Elevator,5,8,29240,3.51,Premium,42.54,2026-03-06,166,Available,170,True,True,0
PROP00250,Delhi,Dwarka,Penthouse,8046,40000000,4971,4,2,6,East,Playground; Concierge; AC; Library; Gym,5,7,141813,4.25,Luxury,46.27,2024-11-11,29,Rented,135,False,False,80000
PROP00251,Bangalore,Marathahalli,Independent House,4774,30000000,6284,4,2,4,East,Gym; Playground; Library; AC; Security,5,10,94478,3.78,Luxury,43.9,2024-09-12,362,Available,108,False,True,0
PROP00252,Pune,Baner,Studio,371,15000000,40431,1,2,26,South-East,Garden; AC; Security; Pool; Gym,5,4,56944,4.56,Premium,47.78,2026-02-09,257,Available,153,True,True,0
PROP00253,Pune,Kondhwa,Penthouse,5542,15000000,2706,5,2,24,North,AC; Parking; Garden,3,6,55341,4.43,Premium,47.14,2024-11-26,352,Available,41,True,False,0
PROP00254,Mumbai,South Mumbai,Penthouse,9276,50000000,5390,6,4,0,South-East,Security; Garden; Playground; Pool; Library; Parking; Elevator,7,6,180927,4.34,Luxury,46.71,2025-08-08,8,Available,59,True,True,0
PROP00255,Hyderabad,HITEC City,Independent House,2079,12000000,5772,4,2,5,North,Security; Playground; Concierge,3,7,39414,3.94,Premium,44.71,2024-06-22,45,Available,43,False,False,24000
PROP00256,Chennai,Kilpauk,Penthouse,8156,10000000,1226,6,4,19,South,Security; Playground; Garden; AC; Library,5,4,37595,4.51,Premium,47.56,2025-01-23,50,Available,149,False,False,0
PROP00257,Pune,Hinjewadi,Villa,3177,15000000,4721,5,3,12,North,Playground; Elevator; Concierge; Garden,4,5,40322,3.23,Premium,41.13,2025-01-09,179,Available,102,True,True,0
PROP00258,Chennai,Anna Nagar,Independent House,3777,10000000,2647,2,2,17,East,Library; Elevator; Garden; Security; Pool; AC,6,9,31396,3.77,Premium,43.84,2025-05-31,223,Available,140,False,True,20000
PROP00259,Chennai,T Nagar,Apartment,2751,10000000,3635,4,2,18,South-West,Concierge; Playground; Pool; Library; Garden; Elevator; Parking,7,7,26812,3.22,Premium,41.09,2024-09-11,254,Sold,113,True,True,20000
PROP00260,Bangalore,Marathahalli,Apartment,1000,30000000,30000,2,2,17,South-East,Library; Concierge; Garden; Pool; Playground,5,7,114717,4.59,Luxury,47.94,2024-06-18,46,Available,118,True,False,60000
PROP00261,Delhi,South Delhi,Independent House,3748,40000000,10672,2,1,22,South-West,Playground; Pool; Security; Library; Gym; AC; Garden,7,8,147451,4.42,Luxury,47.12,2025-03-25,340,Available,84,True,False,80000
PROP00262,Bangalore,Marathahalli,Studio,434,30000000,69124,1,1,9,North-West,Parking; Elevator; Gym; Concierge; Playground; Library; Pool; AC,8,9,123748,4.95,Luxury,49.75,2025-12-26,234,Available,136,False,True,0
PROP00263,Hyderabad,Banjara Hills,Penthouse,9718,12000000,1234,5,3,11,North-West,Parking; Library; Gym; Security,4,8,34734,3.47,Premium,42.37,2024-12-17,188,Available,177,True,True,0
PROP00264,Chennai,Besant Nagar,Apartment,2776,10000000,3602,4,2,4,North-West,AC; Security; Concierge; Elevator; Gym; Library; Playground; Garden,8,9,36062,4.33,Premium,46.64,2024-06-29,297,Available,168,False,True,0
PROP00265,Hyderabad,Jubilee Hills,Studio,482,12000000,24896,1,2,13,North-East,Security; Elevator; Parking; Gym; Playground,5,8,41274,4.13,Premium,45.64,2026-03-13,294,Sold,73,True,False,24000
PROP00266,Delhi,Dwarka,Apartment,919,40000000,43525,1,2,8,North-East,Elevator; Security; AC; Library,4,9,107436,3.22,Luxury,41.12,2025-11-17,338,Rented,68,False,False,80000
PROP00267,Delhi,Pitampura,Villa,5972,40000000,6697,4,2,10,South-West,Parking; Elevator; Concierge,3,5,115863,3.48,Luxury,42.38,2025-02-18,296,Sold,83,False,True,0
PROP00268,Mumbai,South Mumbai,Villa,5801,50000000,8619,6,4,9,North-West,AC; Garden; Library; Playground; Concierge; Elevator,6,10,169203,4.06,Luxury,45.3,2025-02-23,196,Available,144,False,True,100000
PROP00269,Hyderabad,Gachibowli,Independent House,4958,12000000,2420,5,3,10,South-West,Security; Pool; Elevator; Playground; Concierge,5,8,43505,4.35,Premium,46.75,2025-09-09,267,Sold,79,False,True,0
PROP00270,Hyderabad,Jubilee Hills,Apartment,678,12000000,17699,1,2,3,West,Pool; Concierge; Playground; Elevator; AC; Parking; Security,7,9,42387,4.24,Premium,46.19,2026-03-17,307,Rented,85,True,True,24000
PROP00271,Hyderabad,Madhapur,Studio,586,12000000,20477,0,1,22,South,Security; Elevator; Concierge; Playground,4,9,48453,4.85,Premium,49.23,2025-08-04,132,Sold,112,True,True,0
PROP00272,Mumbai,Dadar,Studio,420,50000000,119047,0,2,30,South-West,Parking; Concierge; Pool; Garden; AC,5,7,166004,3.98,Luxury,44.92,2025-12-18,315,Available,85,True,False,0
PROP00273,Mumbai,South Mumbai,Apartment,688,50000000,72674,3,2,0,East,Parking; Gym; AC; Playground; Garden; Elevator,6,9,200384,4.81,Luxury,49.05,2024-10-03,245,Available,155,False,False,100000
PROP00274,Hyderabad,Madhapur,Apartment,1974,12000000,6079,4,2,18,South-East,Playground; Elevator; Security; Garden; Gym; AC; Parking,7,5,39192,3.92,Premium,44.6,2025-07-22,21,Sold,171,False,True,0
PROP00275,Chennai,Thiruvanmiyur,Apartment,2983,10000000,3352,3,2,2,South-West,Concierge; Garden; Parking; Gym; Pool; Library; Playground; AC,8,10,34009,4.08,Premium,45.41,2025-07-03,9,Available,145,True,False,20000
PROP00276,Delhi,Pitampura,Apartment,2060,40000000,19417,1,1,25,East,AC; Concierge; Parking; Playground; Security; Pool; Gym; Garden,8,9,101270,3.04,Luxury,40.19,2024-08-19,8,Available,63,True,True,0
PROP00277,Mumbai,Dadar,Penthouse,4398,50000000,11368,6,3,26,South,Pool; Concierge; Garden,3,4,160517,3.85,Luxury,44.26,2024-06-19,280,Available,177,True,False,100000
PROP00278,Mumbai,Borivali,Villa,4748,50000000,10530,3,1,8,East,Library; Parking; Playground; Security,4,10,202139,4.85,Luxury,49.26,2026-04-03,81,Available,126,True,False,100000
PROP00279,Mumbai,South Mumbai,Villa,2730,50000000,18315,5,3,22,North-West,Parking; Garden; Elevator; Playground; Concierge; Security,6,8,203174,4.88,Luxury,49.38,2024-08-27,256,Sold,76,True,False,0
PROP00280,Pune,Baner,Penthouse,4930,15000000,3042,4,2,16,North-West,Elevator; Playground; Garden,3,4,53983,4.32,Premium,46.59,2025-08-04,351,Available,68,False,False,30000
PROP00281,Bangalore,HSR Layout,Apartment,621,30000000,48309,3,2,6,East,Security; Playground; Concierge; Gym; Library; AC,6,5,76453,3.06,Luxury,40.29,2024-12-03,304,Available,143,False,False,60000
PROP00282,Chennai,T Nagar,Independent House,2442,10000000,4095,2,2,7,South-West,Garden; Library; Elevator,3,7,26225,3.15,Premium,40.73,2024-09-22,111,Available,67,False,True,0
PROP00283,Delhi,Gurgaon,Studio,349,40000000,114613,1,2,6,South,Parking; Gym; AC; Elevator; Pool,5,5,130571,3.92,Luxury,44.59,2025-11-20,310,Sold,105,True,True,80000
PROP00284,Mumbai,Dadar,Penthouse,7007,50000000,7135,4,3,26,South-East,Security; Gym; Library; Playground; Pool; Concierge,6,8,143533,3.44,Luxury,42.22,2024-09-16,214,Rented,31,True,True,0
PROP00285,Chennai,Kilpauk,Apartment,2143,10000000,4666,4,3,25,South-West,Pool; Concierge; AC; Elevator; Gym; Security; Playground; Parking,8,4,27211,3.27,Premium,41.33,2025-07-16,246,Available,34,False,True,0
PROP00286,Hyderabad,Gachibowli,Penthouse,3199,12000000,3751,5,3,24,North-West,Library; Parking; Playground; Concierge,4,9,30027,3.0,Premium,40.01,2024-08-10,272,Available,115,True,False,0
PROP00287,Delhi,Pitampura,Penthouse,7443,40000000,5374,6,3,25,South-West,Pool; Playground; Gym; Security; AC; Parking; Concierge; Garden,8,9,141275,4.24,Luxury,46.19,2025-05-05,361,Available,173,True,True,80000
PROP00288,Delhi,Gurgaon,Penthouse,3930,40000000,10178,6,4,23,North-East,Garden; Elevator; Playground; Parking; Library; Security; AC,7,8,124854,3.75,Luxury,43.73,2025-02-05,241,Available,61,False,False,0
PROP00289,Chennai,T Nagar,Apartment,1171,10000000,8539,4,2,2,South,Parking; Security; Pool; Gym; Concierge; Elevator,6,9,33272,3.99,Premium,44.96,2025-10-17,151,Available,35,False,True,0
PROP00290,Delhi,Dwarka,Studio,580,40000000,68965,0,2,6,South-West,Gym; Garden; Playground,3,9,143717,4.31,Luxury,46.56,2025-06-14,281,Available,165,False,False,0
PROP00291,Hyderabad,Madhapur,Independent House,2203,12000000,5447,4,2,15,North-West,Security; Gym; Parking; Concierge; Library,5,6,42372,4.24,Premium,46.19,2025-12-01,90,Sold,76,True,True,24000
PROP00292,Mumbai,South Mumbai,Independent House,3853,50000000,12976,3,2,8,South-East,Parking; Garden; Gym; Playground; Elevator,5,4,162369,3.9,Luxury,44.48,2025-11-29,208,Available,36,False,True,0
PROP00293,Delhi,Gurgaon,Apartment,2637,40000000,15168,3,2,15,South,Elevator; Parking; Concierge; AC; Playground,5,4,160011,4.8,Luxury,49.0,2025-12-23,13,Sold,108,False,True,0
PROP00294,Delhi,South Delhi,Independent House,1725,40000000,23188,3,1,25,South,Garden; Gym; Pool; Security; Elevator,5,8,126294,3.79,Luxury,43.94,2024-12-28,29,Available,160,False,False,80000
PROP00295,Chennai,Thiruvanmiyur,Independent House,3081,10000000,3245,4,2,9,South,Playground; Security; Concierge; Library; AC,5,6,39796,4.78,Premium,48.88,2025-03-15,218,Sold,71,False,True,20000
PROP00296,Bangalore,Koramangala,Independent House,3444,30000000,8710,4,2,29,East,Library; Pool; Gym; Garden; Playground; Parking; Elevator,7,10,110512,4.42,Luxury,47.1,2025-12-25,149,Available,127,False,True,0
PROP00297,Hyderabad,HITEC City,Studio,536,12000000,22388,1,1,0,North-West,Parking; Security; AC,3,7,43318,4.33,Premium,46.66,2025-07-24,15,Available,92,True,False,0
PROP00298,Mumbai,Borivali,Independent House,3880,50000000,12886,5,3,27,North,Concierge; Pool; Playground; Security; Elevator,5,7,138570,3.33,Luxury,41.63,2026-03-16,183,Available,64,True,True,0
PROP00299,Delhi,Dwarka,Independent House,1699,40000000,23543,4,3,16,East,Pool; AC; Garden; Library; Playground; Elevator; Gym; Parking,8,6,158162,4.74,Luxury,48.72,2024-06-12,50,Sold,122,False,True,80000
PROP00300,Bangalore,Marathahalli,Independent House,3027,30000000,9910,5,3,10,West,Pool; Garden; Parking; Security,4,10,114755,4.59,Luxury,47.95,2024-10-19,273,Sold,164,True,False,0
PROP00301,Mumbai,South Mumbai,Villa,2142,50000000,23342,6,4,9,North-East,Playground; Parking; Concierge; Security; Library; AC; Pool; Elevator,8,9,192881,4.63,Luxury,48.15,2025-09-29,353,Available,66,True,False,100000
PROP00302,Bangalore,Koramangala,Apartment,2140,30000000,14018,1,1,0,North,Library; Gym; Garden; AC; Elevator; Security,6,9,120426,4.82,Luxury,49.09,2026-03-31,50,Available,32,True,True,60000
PROP00303,Bangalore,HSR Layout,Independent House,1619,30000000,18529,2,1,27,South,Security; Playground; AC; Pool; Elevator; Concierge; Library; Parking,8,9,103906,4.16,Luxury,45.78,2026-04-30,145,Available,79,True,True,60000
PROP00304,Bangalore,Marathahalli,Studio,437,29861449,68332,0,2,21,South-West,Parking; Playground; Library,3,6,85978,3.46,Luxury,42.28,2026-01-19,239,Sold,61,True,True,0
PROP00305,Delhi,Pitampura,Independent House,3782,40000000,10576,2,1,10,North-West,Pool; Library; Security; Garden; Concierge; Parking,6,4,127152,3.81,Luxury,44.07,2025-03-02,348,Available,151,False,True,80000
PROP00306,Chennai,Thiruvanmiyur,Apartment,2023,10000000,4943,4,2,3,East,Library; Elevator; Pool; Playground,4,10,41253,4.95,Premium,49.75,2025-06-02,63,Available,133,True,False,0
PROP00307,Delhi,Pitampura,Penthouse,7863,40000000,5087,5,3,11,North-West,Elevator; Library; Concierge; Security; Parking; Pool,6,5,116712,3.5,Luxury,42.51,2024-12-21,51,Available,37,True,True,0
PROP00308,Chennai,Anna Nagar,Villa,5134,10000000,1947,5,2,9,West,Elevator; Pool; AC; Playground; Security; Garden; Library,7,6,33298,4.0,Premium,44.98,2024-12-14,280,Available,168,True,True,0
PROP00309,Mumbai,Dadar,Studio,411,50000000,121654,1,2,14,East,Gym; Parking; Security,3,4,136207,3.27,Luxury,41.34,2025-04-11,346,Available,175,False,False,0
PROP00310,Hyderabad,Madhapur,Penthouse,3456,12000000,3472,5,3,15,East,Library; Playground; Security; Parking; Gym; AC; Concierge,7,9,36977,3.7,Premium,43.49,2024-09-24,195,Available,117,True,False,0
PROP00311,Delhi,Dwarka,Independent House,1731,40000000,23108,3,1,7,North,Security; Pool; AC; Library; Parking; Gym; Playground; Elevator,8,8,102491,3.07,Luxury,40.37,2024-07-10,216,Rented,161,False,True,0
PROP00312,Hyderabad,Jubilee Hills,Independent House,3047,12000000,3938,5,3,18,South-East,Concierge; Pool; Garden,3,8,46229,4.62,Premium,48.11,2024-06-30,187,Available,106,False,True,0
PROP00313,Chennai,Anna Nagar,Penthouse,4753,10000000,2103,5,3,1,South,Elevator; Library; Garden; Security; Playground,5,4,34636,4.16,Premium,45.78,2024-09-15,272,Available,175,False,False,20000
PROP00314,Delhi,South Delhi,Independent House,3567,40000000,11213,4,3,21,East,Playground; Garden; Library; AC; Parking; Security; Concierge,7,8,141856,4.26,Luxury,46.28,2024-12-02,110,Rented,157,False,False,0
PROP00315,Hyderabad,Gachibowli,Apartment,2539,12000000,4726,2,2,14,South-West,Garden; Parking; Security; Library,4,10,47203,4.72,Premium,48.6,2026-03-10,137,Sold,135,False,True,0
PROP00316,Chennai,Kilpauk,Villa,5324,10000000,1878,4,2,4,North-West,Gym; Garden; Security; AC,4,5,32268,3.87,Premium,44.36,2024-07-21,140,Rented,70,True,True,0
PROP00317,Delhi,Pitampura,Penthouse,4441,40000000,9006,6,3,30,South-West,Concierge; Gym; AC; Library; Elevator; Parking; Security; Playground,8,10,144778,4.34,Luxury,46.72,2026-02-11,121,Available,65,True,True,0
PROP00318,Pune,Baner,Villa,6913,15000000,2169,3,2,10,West,Library; Garden; Elevator; Pool; Concierge; Gym; Playground,7,4,48486,3.88,Premium,44.39,2025-08-27,274,Rented,155,False,True,0
PROP00319,Hyderabad,Banjara Hills,Studio,599,12000000,20033,0,2,28,North-East,Playground; Concierge; Elevator; Library,4,9,49336,4.93,Premium,49.67,2024-09-01,354,Available,43,True,False,0
PROP00320,Delhi,Pitampura,Independent House,4826,40000000,8288,2,1,27,West,Library; Gym; Elevator; Parking; Concierge; AC,6,9,157294,4.72,Luxury,48.59,2025-12-01,330,Rented,111,False,True,0
PROP00321,Mumbai,Dadar,Studio,461,50000000,108459,1,2,28,South-East,Parking; Security; Pool,3,7,185769,4.46,Luxury,47.29,2024-10-31,27,Sold,37,True,False,100000
PROP00322,Mumbai,Dadar,Villa,7147,50000000,6995,5,3,18,East,Pool; Parking; Garden,3,10,182146,4.37,Luxury,46.86,2025-06-21,134,Available,64,True,False,0
PROP00323,Bangalore,Whitefield,Studio,438,30000000,68493,0,2,28,West,Elevator; Garden; Gym; Concierge; Security; Playground,6,10,123706,4.95,Luxury,49.74,2025-10-23,26,Available,73,False,False,0
PROP00324,Bangalore,Whitefield,Independent House,2196,30000000,13661,2,1,22,North-East,Library; Concierge; AC; Gym; Pool; Playground; Security,7,5,99708,3.99,Luxury,44.94,2026-01-01,145,Available,85,True,False,60000
PROP00325,Pune,Hinjewadi,Apartment,1588,15000000,9445,3,1,19,East,Garden; Playground; Concierge; Gym; Library; Elevator,6,9,61859,4.95,Premium,49.74,2025-04-02,363,Sold,128,False,False,30000
PROP00326,Mumbai,Borivali,Apartment,613,50000000,81566,3,1,15,South-West,Elevator; Gym; AC; Parking; Security,5,8,157891,3.79,Luxury,43.95,2025-04-30,298,Available,40,True,False,100000
PROP00327,Hyderabad,Banjara Hills,Independent House,3417,12000000,3511,3,1,10,North-West,AC; Library; Parking; Concierge; Gym; Elevator; Playground; Garden,8,6,46696,4.67,Premium,48.35,2025-05-10,314,Rented,97,False,False,0
PROP00328,Bangalore,Indiranagar,Studio,327,25905850,79222,1,1,6,North-West,Gym; Garden; Parking; Elevator,4,7,95245,4.41,Luxury,47.06,2025-02-22,227,Available,40,False,False,0
PROP00329,Pune,Baner,Villa,3012,15000000,4980,5,2,6,West,Parking; Elevator; Security; Concierge; Playground,5,5,61790,4.94,Premium,49.72,2024-11-22,40,Sold,136,True,False,30000
PROP00330,Delhi,South Delhi,Independent House,4290,40000000,9324,2,2,11,North-West,Pool; Playground; Parking; Gym; Library; Garden; Security,7,4,117954,3.54,Luxury,42.69,2024-07-10,167,Available,145,True,True,80000
PROP00331,Chennai,Besant Nagar,Independent House,4769,10000000,2096,2,1,17,South,Library; Pool; Elevator; Parking; AC; Playground; Garden,7,6,28470,3.42,Premium,42.08,2025-04-12,62,Sold,69,False,False,0
PROP00332,Chennai,Besant Nagar,Penthouse,4075,10000000,2453,5,2,26,North-West,AC; Garden; Concierge; Elevator; Library,5,10,35005,4.2,Premium,46.0,2026-02-11,315,Sold,124,True,False,0
PROP00333,Mumbai,South Mumbai,Penthouse,5799,50000000,8622,5,2,20,North-East,Parking; Concierge; Pool; Elevator; Garden; Playground; Gym; AC,8,8,135649,3.26,Luxury,41.28,2025-07-11,152,Sold,139,True,True,100000
PROP00334,Hyderabad,Jubilee Hills,Penthouse,6480,12000000,1851,5,2,14,North-West,Elevator; Security; Playground; Parking; AC; Gym; Concierge; Garden,8,7,33644,3.36,Premium,41.82,2025-04-07,161,Available,106,False,False,0
PROP00335,Delhi,Gurgaon,Villa,3516,40000000,11376,3,2,27,North-West,Pool; Library; Gym; Concierge; Garden; AC; Security; Playground,8,8,127006,3.81,Luxury,44.05,2024-07-10,156,Rented,154,False,False,0
PROP00336,Mumbai,Bandra,Villa,2113,50000000,23663,4,2,26,North-West,Garden; Gym; Elevator,3,10,179144,4.3,Luxury,46.5,2025-02-22,98,Sold,167,True,False,0
PROP00337,Bangalore,Jayanagar,Studio,261,20085307,76955,0,1,28,North-West,Concierge; Elevator; AC; Gym,4,7,56953,3.4,Luxury,42.01,2024-10-08,171,Sold,43,True,True,0
PROP00338,Pune,Viman Nagar,Penthouse,7881,15000000,1903,6,4,1,North,Library; Concierge; AC; Pool; Playground; Gym,6,9,45396,3.63,Premium,43.16,2026-03-10,243,Available,136,True,False,0
PROP00339,Pune,Kondhwa,Studio,260,15000000,57692,0,2,23,West,Concierge; Playground; Elevator; Pool,4,9,54624,4.37,Premium,46.85,2024-09-05,68,Rented,149,False,False,0
PROP00340,Chennai,T Nagar,Independent House,4760,10000000,2100,5,2,19,East,Security; Pool; Concierge; AC,4,7,35095,4.21,Premium,46.06,2026-01-31,121,Sold,107,True,True,20000
PROP00341,Delhi,Noida,Independent House,4272,40000000,9363,3,1,26,South,Gym; Pool; Playground; Garden; Elevator; Security; AC,7,10,132424,3.97,Luxury,44.86,2025-05-31,286,Sold,41,False,True,80000
PROP00342,Chennai,Anna Nagar,Studio,484,10000000,20661,0,1,25,West,Elevator; Pool; Gym; Security; Concierge; AC; Playground,7,10,27617,3.31,Premium,41.57,2025-07-19,256,Sold,159,True,True,0
PROP00343,Delhi,Gurgaon,Apartment,1226,40000000,32626,4,3,24,North-East,Garden; Concierge; Playground,3,7,105682,3.17,Luxury,40.85,2025-04-28,323,Sold,122,True,True,0
PROP00344,Bangalore,Koramangala,Studio,461,30000000,65075,1,2,30,South,Playground; Gym; Concierge; Pool; AC; Security; Elevator,7,7,95082,3.8,Luxury,44.02,2025-11-27,339,Available,39,True,True,0
PROP00345,Pune,Viman Nagar,Penthouse,5493,15000000,2730,6,4,29,North-West,Gym; Security; Parking; Playground; Garden,5,9,59689,4.78,Premium,48.88,2024-08-13,358,Sold,143,False,False,30000
PROP00346,Delhi,South Delhi,Apartment,2601,40000000,15378,3,2,23,South-East,Parking; AC; Security; Pool; Gym; Concierge; Elevator; Garden,8,8,110668,3.32,Luxury,41.6,2026-04-16,124,Rented,96,False,False,80000
PROP00347,Chennai,Anna Nagar,Independent House,2563,10000000,3901,4,2,1,West,Pool; Concierge; Security; AC; Playground; Gym; Garden; Elevator,8,9,41483,4.98,Premium,49.89,2024-10-12,305,Sold,166,True,False,0
PROP00348,Delhi,Pitampura,Penthouse,8508,40000000,4701,4,3,16,South,Garden; Pool; Playground; Security; Library; AC; Parking; Concierge,8,4,128379,3.85,Luxury,44.26,2025-03-19,67,Available,138,False,True,0
PROP00349,Mumbai,Andheri,Penthouse,6299,50000000,7937,6,4,27,North-West,Elevator; Concierge; Library; Garden; Playground,5,5,159743,3.83,Luxury,44.17,2025-11-29,365,Available,154,False,True,100000
PROP00350,Chennai,Velachery,Studio,492,10000000,20325,0,1,30,North,Playground; Pool; Library; Gym; Concierge; Parking; Security,7,6,26962,3.24,Premium,41.18,2025-07-06,249,Rented,105,True,True,20000
PROP00351,Hyderabad,Banjara Hills,Apartment,1649,12000000,7277,3,1,5,North-West,Concierge; Gym; Pool; Security; Parking; AC; Library; Elevator,8,7,41315,4.13,Premium,45.66,2025-06-03,71,Sold,63,False,False,0
PROP00352,Bangalore,HSR Layout,Independent House,1865,30000000,16085,5,3,7,South,Playground; AC; Gym; Elevator; Garden; Parking,6,10,110360,4.41,Luxury,47.07,2024-10-06,288,Sold,109,True,True,60000
PROP00353,Hyderabad,Kondapur,Penthouse,9206,12000000,1303,4,2,24,North,AC; Gym; Pool; Playground; Security; Concierge,6,8,34116,3.41,Premium,42.06,2024-05-22,44,Sold,143,False,False,24000
PROP00354,Pune,Baner,Independent House,3290,15000000,4559,3,2,0,North-East,Playground; Library; Security; Gym; AC; Elevator; Pool,7,7,43888,3.51,Premium,42.56,2026-02-12,31,Available,73,False,True,30000
PROP00355,Chennai,Anna Nagar,Independent House,3097,10000000,3228,2,2,4,West,Playground; Security; Library; Concierge; Gym; Elevator,6,10,34950,4.19,Premium,45.97,2025-09-14,198,Available,159,True,False,20000
PROP00356,Delhi,Dwarka,Penthouse,6334,40000000,6315,4,3,0,West,Garden; Gym; Security; Concierge; Library; AC,6,7,143436,4.3,Luxury,46.52,2026-01-06,43,Available,144,True,True,0
PROP00357,Hyderabad,Madhapur,Villa,6403,12000000,1874,6,4,1,North,Concierge; Security; Parking,3,10,48436,4.84,Premium,49.22,2025-08-08,180,Available,127,True,False,24000
PROP00358,Bangalore,HSR Layout,Penthouse,7612,30000000,3941,4,3,2,South-East,Pool; Parking; Security; Garden; Elevator; Concierge,6,10,122270,4.89,Luxury,49.45,2024-08-02,140,Available,145,True,False,0
PROP00359,Bangalore,Jayanagar,Penthouse,5690,30000000,5272,4,2,20,North,Elevator; Concierge; Gym,3,10,95658,3.83,Luxury,44.13,2024-05-31,276,Sold,130,True,True,60000
PROP00360,Chennai,Thiruvanmiyur,Apartment,1845,10000000,5420,4,3,12,West,Gym; Pool; Concierge; Parking,4,9,28692,3.44,Premium,42.22,2026-04-24,99,Sold,121,True,False,20000
PROP00361,Bangalore,Jayanagar,Independent House,1650,30000000,18181,4,3,28,North-West,Elevator; Garden; Gym; Pool; Playground; AC; Concierge; Library,8,8,84688,3.39,Luxury,41.94,2024-10-12,90,Sold,174,True,True,60000
PROP00362,Bangalore,Indiranagar,Penthouse,4867,30000000,6163,6,4,6,North,Gym; AC; Security; Playground; Concierge; Garden; Elevator; Pool,8,9,91149,3.65,Luxury,43.23,2025-03-24,239,Available,162,False,False,60000
PROP00363,Chennai,Velachery,Apartment,1538,10000000,6501,4,3,10,South,Library; Garden; Playground,3,7,38461,4.62,Premium,48.08,2025-09-25,128,Rented,49,True,True,0
PROP00364,Delhi,South Delhi,Apartment,514,40000000,77821,4,3,25,West,Elevator; Playground; Security,3,10,115890,3.48,Luxury,42.38,2025-05-31,267,Sold,115,True,True,0
PROP00365,Mumbai,Navi Mumbai,Studio,546,50000000,91575,0,1,1,East,Library; Playground; Pool,3,9,191865,4.6,Luxury,48.02,2026-03-19,34,Available,140,True,True,100000
PROP00366,Delhi,Dwarka,Studio,299,33705310,112726,1,1,27,South-East,Elevator; Gym; Concierge; Garden; Library; Playground; AC,7,6,122225,4.35,Luxury,46.76,2026-04-18,99,Available,180,True,True,67410
PROP00367,Hyderabad,Gachibowli,Apartment,2828,12000000,4243,2,1,20,East,Security; Playground; Library; Garden; AC; Elevator; Concierge,7,8,45940,4.59,Premium,47.97,2026-03-14,263,Available,141,False,False,24000
PROP00368,Bangalore,Jayanagar,Independent House,3971,30000000,7554,4,3,11,West,AC; Parking; Gym,3,5,116758,4.67,Luxury,48.35,2026-03-20,328,Available,81,True,True,0
PROP00369,Bangalore,HSR Layout,Studio,489,30000000,61349,1,2,19,North,Library; Playground; Parking; Gym; Garden,5,5,120997,4.84,Luxury,49.2,2024-07-29,320,Available,149,True,True,0
PROP00370,Chennai,Besant Nagar,Studio,355,10000000,28169,1,1,26,South-East,Playground; Gym; Pool,3,9,26919,3.23,Premium,41.15,2025-07-21,185,Available,179,True,True,20000
PROP00371,Bangalore,Indiranagar,Villa,3793,30000000,7909,5,2,10,North,Garden; Parking; Elevator; Gym; Pool; AC; Library,7,4,81862,3.27,Luxury,41.37,2024-07-13,108,Sold,116,False,False,60000
PROP00372,Delhi,Noida,Villa,6316,40000000,6333,6,3,3,South-West,Parking; Garden; AC; Security,4,5,121196,3.64,Luxury,43.18,2025-03-01,316,Rented,41,True,False,80000
PROP00373,Delhi,Gurgaon,Apartment,2978,40000000,13431,3,1,27,East,Elevator; Concierge; Garden; Playground; Gym; AC; Library,7,6,150087,4.5,Luxury,47.51,2024-07-23,266,Sold,157,False,True,0
PROP00374,Chennai,Besant Nagar,Penthouse,8689,10000000,1150,5,3,15,West,Elevator; Library; Gym; Pool; AC,5,7,28906,3.47,Premium,42.34,2025-10-03,81,Available,176,False,False,20000
PROP00375,Bangalore,Whitefield,Independent House,3320,30000000,9036,4,2,18,South-West,Concierge; AC; Playground,3,6,96625,3.86,Luxury,44.32,2025-05-03,196,Sold,99,True,True,0
PROP00376,Bangalore,Indiranagar,Apartment,1870,30000000,16042,1,2,26,South,AC; Elevator; Pool; Library; Parking; Concierge; Gym,7,9,76914,3.08,Luxury,40.38,2025-10-21,129,Available,114,False,False,60000
